Timestamp,RodPump.FluidLoad,RodPump.PumpFillage,RodPump.PumpingSpeed,RodPump.RodLoading
'02/01/2023 21:05:34,8480.0634765625,18.356047313165597,7.547743550480287,37.19465822814176
'02/01/2023 21:05:41,8267.559960937502,18.909507420183434,7.546801025061896,36.71846114650212
'02/01/2023 21:05:47,8665.78203125,33.51325319067237,7.5439748606535595,39.699925356771935
'02/01/2023 21:05:54,9000.743750000001,38.091550008247395,7.49063631047584,41.92371069874601
'02/01/2023 21:06:01,8757.08203125,25.43664547269968,7.546801025061896,41.2561054755398
'02/01/2023 21:06:08,8249.179101562502,11.613287442869476,7.547743550480287,36.5369022546099
'02/01/2023 21:06:15,8466.9689453125,18.63203461441586,7.546801025061896,37.57490534560225
'02/01/2023 21:06:22,8278.381250000002,12.387304610203023,7.547743550480287,37.06269691753753
'02/01/2023 21:06:29,8234.840234375002,17.570333606452134,7.492507003393051,36.70284175562782
'02/01/2023 21:06:36,8234.840234375002,17.570333606452134,7.492507003393051,36.70284175562782
'02/01/2023 21:06:43,9000.2068359375,35.036251642018215,7.5439748606535595,41.10368001865157
'02/01/2023 21:06:50,10623.184765625,69.73515806870975,7.540209932463586,45.10080623996197
'02/01/2023 21:06:57,9872.576953125,56.200400404900286,7.952286203555781,47.87374639076941
'02/01/2023 21:07:04,8823.4474609375,13.368498317857094,7.5799300901411835,39.15874923875106
'02/01/2023 21:07:11,8340.260546875,16.53340075377528,7.546801025061896,36.63160326780159
'02/01/2023 21:07:18,8434.9201171875,15.40058150321107,7.493442785626689,37.454256832829294
'02/01/2023 21:07:25,8203.8357421875,13.853025799665868,7.548686311353441,36.05544605265892
'02/01/2023 21:07:32,8203.8357421875,13.853025799665868,7.548686311353441,36.05544605265892
'02/01/2023 21:07:39,8491.6837890625,20.381173666392417,7.546801025061896,37.01481221879118
'02/01/2023 21:07:46,9013.355078125001,32.99132616257343,7.5439748606535595,41.83002283452251
'02/01/2023 21:07:54,8899.226171875001,44.20622067477918,7.489701229368537,41.355963944246874
'02/01/2023 21:08:00,8987.314843750002,29.97228511988063,7.5458587350100705,43.00965682259933
'02/01/2023 21:08:07,8297.175,12.085993915942069,7.548686311353441,37.27802593087926
'02/01/2023 21:08:14,8350.8123046875,17.248826682858585,7.546801025061896,37.383315501840165
'02/01/2023 21:08:21,8251.0671875,13.12002670449804,7.493759804254722,36.60209296354357
'02/01/2023 21:08:28,8321.037500000002,17.243982290263645,7.546801025061896,36.5082329582912
'02/01/2023 21:08:35,8321.037500000002,17.243982290263645,7.546801025061896,36.5082329582912
'02/01/2023 21:08:42,8879.394140625001,31.97590631065783,7.544916680236661,40.44525191861113
'02/01/2023 21:08:49,8927.1052734375,49.21796896062135,7.5439748606535595,41.607613377504926
'02/01/2023 21:08:56,9045.830859375,36.84506598952577,7.490018180034706,43.00278443803864
'02/01/2023 21:09:03,8835.066796875002,16.591042245835244,7.548686311353441,39.82272178916746
'02/01/2023 21:09:10,8264.13359375,14.545935633064127,7.547743550480287,36.07245558041847
'02/01/2023 21:09:17,8658.763085937502,19.044128304145335,7.5458587350100705,38.17885719803567
'02/01/2023 21:09:24,9087.3046875,37.809778113893586,7.489748743177053,41.735895538032
'02/01/2023 21:09:31,9087.3046875,37.809778113893586,7.489748743177053,41.735895538032
'02/01/2023 21:09:38,10806.963281250002,70.351977969959,7.540209932463586,45.76403544540348
'02/01/2023 21:09:45,9743.395703125,44.95026866401092,7.948424452380011,44.86840478167412
'02/01/2023 21:09:52,8218.1650390625,1.9963227668688885,7.590402236711336,36.015293112730205
'02/01/2023 21:09:59,7913.488671875001,17.732855387748796,7.546801025061896,34.153414294495185
'02/01/2023 21:10:06,8517.702539062502,17.504048095396588,7.547743550480287,38.32006532251002
'02/01/2023 21:10:13,8413.586328125002,9.598186693902703,7.547743550480287,37.604484797482186
'02/01/2023 21:10:20,8133.167773437501,16.912081169713964,7.4925070879605,36.02138427251161
'02/01/2023 21:10:27,8633.421484375001,26.48508804243673,7.544916680236661,38.196238122596114
'02/01/2023 21:10:34,8633.421484375001,26.48508804243673,7.544916680236661,38.196238122596114
'02/01/2023 21:10:41,9896.444921875001,54.90628938165625,7.5420919267060595,44.260671046914986
'02/01/2023 21:10:48,10968.988671875002,72.2035330226534,7.48502957842728,48.93709881932081
'02/01/2023 21:10:55,9498.587109375,22.98316231915381,8.01496079603072,44.1722288877065
'02/01/2023 21:11:02,7884.233593749999,1.8056330672268996,7.58944902784072,35.37473637488373
'02/01/2023 21:11:09,8452.928125000002,23.740268775452098,7.490677070983596,37.25189763654181
