Date UTC,Time UTC,Date Local (America/Los_Angeles),Time Local (America/Los_Angeles),Value (psi)
2020-03-25,19:08:48,2020-03-25,12:08:48,123.51703772736792
2020-03-25,19:08:49,2020-03-25,12:08:49,123.51558593360376
2020-03-25,19:08:50,2020-03-25,12:08:50,123.51703772736792
2020-03-25,19:08:51,2020-03-25,12:08:51,123.5213931086604
2020-03-25,19:08:52,2020-03-25,12:08:52,123.51994131489624
2020-03-25,19:08:53,2020-03-25,12:08:53,123.49527852570752
2020-03-25,19:08:54,2020-03-25,12:08:54,123.51994131489624
2020-03-25,19:08:55,2020-03-25,12:08:55,123.5576525431604
2020-03-25,19:08:56,2020-03-25,12:08:56,123.5649026595802
2020-03-25,19:08:57,2020-03-25,12:08:57,123.58375827371228
2020-03-25,19:08:58,2020-03-25,12:08:58,123.6011620940802
2020-03-25,19:08:59,2020-03-25,12:08:59,123.56779739470753
2020-03-25,19:09:00,2020-03-25,12:09:00,123.53879692902832
2020-03-25,19:09:01,2020-03-25,12:09:01,123.5503935743396
2020-03-25,19:09:02,2020-03-25,12:09:02,123.52573963755188
2020-03-25,19:09:03,2020-03-25,12:09:03,123.5286432250802
2020-03-25,19:09:04,2020-03-25,12:09:04,123.4923837905802
2020-03-25,19:09:05,2020-03-25,12:09:05,123.46627806002832
2020-03-25,19:09:06,2020-03-25,12:09:06,123.46627806002832
2020-03-25,19:09:07,2020-03-25,12:09:07,123.45467256231603
2020-03-25,19:09:08,2020-03-25,12:09:08,123.41696133405188
2020-03-25,19:09:09,2020-03-25,12:09:09,123.43147041929248
2020-03-25,19:09:10,2020-03-25,12:09:10,123.40100930744812
2020-03-25,19:09:11,2020-03-25,12:09:11,123.41116301139624
2020-03-25,19:09:12,2020-03-25,12:09:12,123.44451885836791
2020-03-25,19:09:13,2020-03-25,12:09:13,123.45176897478773
2020-03-25,19:09:14,2020-03-25,12:09:14,123.48802840928772
2020-03-25,19:09:15,2020-03-25,12:09:15,123.51703772736792
2020-03-25,19:09:16,2020-03-25,12:09:16,123.53153796020752
2020-03-25,19:09:17,2020-03-25,12:09:17,123.51703772736792
2020-03-25,19:09:18,2020-03-25,12:09:18,123.5141341398396
2020-03-25,19:09:19,2020-03-25,12:09:19,123.52428784378772
2020-03-25,19:09:20,2020-03-25,12:09:20,123.52573963755188
2020-03-25,19:09:21,2020-03-25,12:09:21,123.5213931086604
2020-03-25,19:09:22,2020-03-25,12:09:22,123.54169166415564
2020-03-25,19:09:23,2020-03-25,12:09:23,123.499633907
2020-03-25,19:09:24,2020-03-25,12:09:24,123.50108570076416
2020-03-25,19:09:25,2020-03-25,12:09:25,123.45757614984436
2020-03-25,19:09:26,2020-03-25,12:09:26,123.45176897478773
2020-03-25,19:09:27,2020-03-25,12:09:27,123.427115038
2020-03-25,19:09:28,2020-03-25,12:09:28,123.38215369331604
2020-03-25,19:09:29,2020-03-25,12:09:29,123.354596169
2020-03-25,19:09:30,2020-03-25,12:09:30,123.33719234863207
2020-03-25,19:09:31,2020-03-25,12:09:31,123.29948112036791
2020-03-25,19:09:32,2020-03-25,12:09:32,123.27772191870751
2020-03-25,19:09:33,2020-03-25,12:09:33,123.27917371247167
2020-03-25,19:09:34,2020-03-25,12:09:34,123.27917371247167
2020-03-25,19:09:35,2020-03-25,12:09:35,123.30818303055187
2020-03-25,19:09:36,2020-03-25,12:09:36,123.31688494073583
2020-03-25,19:09:37,2020-03-25,12:09:37,123.32124032202832
2020-03-25,19:09:38,2020-03-25,12:09:38,123.33139402597644
2020-03-25,19:09:39,2020-03-25,12:09:39,123.3400959361604
2020-03-25,19:09:40,2020-03-25,12:09:40,123.35169258147168
2020-03-25,19:09:41,2020-03-25,12:09:41,123.38940380973584
2020-03-25,19:09:42,2020-03-25,12:09:42,123.37490357689624
2020-03-25,19:09:43,2020-03-25,12:09:43,123.33428876110376
2020-03-25,19:09:44,2020-03-25,12:09:44,123.3328369673396
2020-03-25,19:09:45,2020-03-25,12:09:45,123.28787562265563
2020-03-25,19:09:46,2020-03-25,12:09:46,123.2458178655
2020-03-25,19:09:47,2020-03-25,12:09:47,123.25017324679249
